aoi_id,city,label,label_source,prediction_probability_gated,confidence_bin,area_bin,far_bin,poi_density_bin,poi_count_bin,has_boundary_in_controlled_release,has_imagery_in_controlled_release
GBA-10-d6d1edde3023,Hong Kong,open,MCGC_model_prediction,0.0084,very_high,<5k_m2,>=8,>=0.005,1_2,yes,yes
GBA-10-d6dd913bb88e,Hong Kong,open,MCGC_model_prediction,0.1558,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-d6e074446836,Hong Kong,open,MCGC_model_prediction,0.0153,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-d6e3dfe4ab06,Hong Kong,open,MCGC_model_prediction,0.1639,medium,<5k_m2,2_4,0,0,yes,yes
GBA-10-d6ef414b78ed,Hong Kong,open,MCGC_model_prediction,0.1227,high,<5k_m2,>=8,0,0,yes,yes
GBA-10-d6f4ca1c6e2d,Hong Kong,open,MCGC_model_prediction,0.0443,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d6f9562d1eec,Hong Kong,gated,MCGC_model_prediction,0.9130,high,<5k_m2,<1,0,0,yes,yes
GBA-10-d6f9f69366a1,Hong Kong,gated,MCGC_model_prediction,0.6753,low,<5k_m2,<1,0,0,yes,yes
GBA-10-d6fa898809c4,Hong Kong,open,MCGC_model_prediction,0.0203,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-d7001d5312e1,Hong Kong,gated,MCGC_model_prediction,0.5616,low,<5k_m2,<1,0,0,yes,yes
GBA-10-d704c2b6b998,Hong Kong,open,MCGC_model_prediction,0.0429,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-d70afa7ebbf6,Hong Kong,open,MCGC_model_prediction,0.0250,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d70e785da33d,Hong Kong,gated,MCGC_model_prediction,0.9920,very_high,25k_50k_m2,1_2,0_0.0005,>5,yes,yes
GBA-10-d7160bd202c2,Hong Kong,open,MCGC_model_prediction,0.2447,medium,<5k_m2,4_8,0,0,yes,yes
GBA-10-d718c68c8903,Hong Kong,open,MCGC_model_prediction,0.2390,medium,<5k_m2,2_4,0,0,yes,yes
GBA-10-d7274066ba30,Hong Kong,gated,MCGC_model_prediction,0.9765,very_high,10k_25k_m2,2_4,0,0,yes,yes
GBA-10-d72afdb6806e,Hong Kong,open,MCGC_model_prediction,0.2003,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-d7369ec1125d,Hong Kong,open,MCGC_model_prediction,0.2187,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-d738e42c42b8,Hong Kong,open,MCGC_model_prediction,0.0288,very_high,<5k_m2,2_4,0,0,yes,yes
GBA-10-d73a3f2e03d6,Hong Kong,open,MCGC_model_prediction,0.0458,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d73e0994dc5e,Hong Kong,gated,MCGC_model_prediction,0.8856,high,<5k_m2,<1,0,0,yes,yes
GBA-10-d74138c203ce,Hong Kong,open,MCGC_model_prediction,0.2932,medium,25k_50k_m2,<1,0_0.0005,1_2,yes,yes
GBA-10-d746a3209873,Hong Kong,open,MCGC_model_prediction,0.0122,very_high,<5k_m2,1_2,0,0,yes,yes
GBA-10-d7521f2b6c0a,Hong Kong,gated,MCGC_model_prediction,0.7265,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-d762b58d8bf1,Hong Kong,open,MCGC_model_prediction,0.4143,low,<5k_m2,<1,0,0,yes,yes
GBA-10-d7670d255dcd,Hong Kong,open,MCGC_model_prediction,0.4493,low,10k_25k_m2,<1,0,0,yes,yes
GBA-10-d767ea5623f6,Hong Kong,open,MCGC_model_prediction,0.1031,high,25k_50k_m2,<1,0,0,yes,yes
GBA-10-d769d0547b24,Hong Kong,open,MCGC_model_prediction,0.0113,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-d76a2b87b7b6,Hong Kong,open,MCGC_model_prediction,0.2717,medium,<5k_m2,<1,0.001_0.002,3_5,yes,yes
GBA-10-d76fc4d29965,Hong Kong,open,MCGC_model_prediction,0.2878,medium,<5k_m2,<1,0.001_0.002,3_5,yes,yes
GBA-10-d7709ce61858,Hong Kong,open,MCGC_model_prediction,0.0111,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d7838874f43f,Hong Kong,open,MCGC_model_prediction,0.0506,high,<5k_m2,>=8,0,0,yes,yes
GBA-10-d788e1f55470,Hong Kong,open,MCGC_model_prediction,0.0059,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d78b76e6badb,Hong Kong,gated,MCGC_model_prediction,0.6478,low,<5k_m2,1_2,0,0,yes,yes
GBA-10-d78bd4382254,Hong Kong,open,MCGC_model_prediction,0.4630,low,5k_10k_m2,<1,0,0,yes,yes
GBA-10-d79147fcac2a,Hong Kong,open,MCGC_model_prediction,0.1495,high,<5k_m2,<1,0,0,yes,yes
GBA-10-d791dd2951ed,Hong Kong,open,MCGC_model_prediction,0.0308,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d79375ac79ef,Hong Kong,open,MCGC_model_prediction,0.3947,low,>=100k_m2,2_4,0_0.0005,3_5,yes,yes
GBA-10-d7a4481ed070,Hong Kong,gated,MCGC_model_prediction,0.6814,low,<5k_m2,<1,0,0,yes,yes
GBA-10-d7a8a4cc80d9,Hong Kong,open,MCGC_model_prediction,0.1895,medium,<5k_m2,>=8,0,0,yes,yes
GBA-10-d7bad5862f5d,Hong Kong,gated,MCGC_model_prediction,0.7390,medium,5k_10k_m2,<1,0,0,yes,yes
GBA-10-d7bb06f1fbc0,Hong Kong,open,MCGC_model_prediction,0.0400,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d7bfd1353735,Hong Kong,open,MCGC_model_prediction,0.1224,high,<5k_m2,<1,0,0,yes,yes
GBA-10-d7c15ba6edad,Hong Kong,open,MCGC_model_prediction,0.4353,low,<5k_m2,<1,0,0,yes,yes
GBA-10-d7ca55ebe0d8,Hong Kong,open,MCGC_model_prediction,0.0055,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d7e3b55cef12,Hong Kong,open,MCGC_model_prediction,0.0395,very_high,<5k_m2,2_4,0.001_0.002,3_5,yes,yes
GBA-10-d7e9bebcf061,Hong Kong,gated,MCGC_model_prediction,0.8464,medium,10k_25k_m2,<1,0,0,yes,yes
GBA-10-d7eeb15b622b,Hong Kong,gated,MCGC_model_prediction,0.6701,low,<5k_m2,<1,0,0,yes,yes
GBA-10-d7f8e4cfec23,Hong Kong,open,MCGC_model_prediction,0.3901,low,<5k_m2,<1,0,0,yes,yes
GBA-10-d80861399cd6,Hong Kong,open,MCGC_model_prediction,0.0134,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d80dfb6bc635,Hong Kong,open,MCGC_model_prediction,0.3237,low,<5k_m2,<1,0,0,yes,yes
GBA-10-d8111d3d738d,Hong Kong,open,MCGC_model_prediction,0.4312,low,<5k_m2,<1,0,0,yes,yes
GBA-10-d8149fff1f9b,Hong Kong,gated,MCGC_model_prediction,0.5477,low,5k_10k_m2,<1,0,0,yes,yes
GBA-10-d820e0b44b0f,Hong Kong,open,MCGC_model_prediction,0.1379,high,<5k_m2,2_4,0,0,yes,yes
GBA-10-d822ec7f6e9c,Hong Kong,open,MCGC_model_prediction,0.1138,high,<5k_m2,<1,0,0,yes,yes
GBA-10-d82a868a4eea,Hong Kong,open,MCGC_model_prediction,0.0564,high,5k_10k_m2,<1,0,0,yes,yes
GBA-10-d8341db1f79b,Hong Kong,open,MCGC_model_prediction,0.2614,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-d83db1df6e45,Hong Kong,open,MCGC_model_prediction,0.0080,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d842db1f30ec,Hong Kong,open,MCGC_model_prediction,0.1178,high,<5k_m2,<1,0,0,yes,yes
GBA-10-d848165f21c0,Hong Kong,open,MCGC_model_prediction,0.4164,low,<5k_m2,>=8,0,0,yes,yes
GBA-10-d84875e51b90,Hong Kong,open,MCGC_model_prediction,0.0087,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d84ae4f7a36e,Hong Kong,open,MCGC_model_prediction,0.0152,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d84c22266f65,Hong Kong,open,MCGC_model_prediction,0.0122,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d852d03511e7,Hong Kong,open,MCGC_model_prediction,0.1233,high,<5k_m2,<1,0,0,yes,yes
GBA-10-d859419dc4c0,Hong Kong,open,MCGC_model_prediction,0.1196,high,<5k_m2,>=8,0,0,yes,yes
GBA-10-d864768f64f9,Hong Kong,gated,MCGC_model_prediction,0.9939,very_high,25k_50k_m2,1_2,0_0.0005,3_5,yes,yes
GBA-10-d8692f549618,Hong Kong,gated,MCGC_model_prediction,0.8581,high,25k_50k_m2,2_4,0,0,yes,yes
GBA-10-d86f955612a9,Hong Kong,gated,MCGC_model_prediction,0.7839,medium,5k_10k_m2,4_8,0.001_0.002,>5,yes,yes
GBA-10-d87018447f92,Hong Kong,open,MCGC_model_prediction,0.1217,high,<5k_m2,4_8,0,0,yes,yes
GBA-10-d8766f343c3d,Hong Kong,open,MCGC_model_prediction,0.2481,medium,5k_10k_m2,<1,0,0,yes,yes
GBA-10-d878862edbf1,Hong Kong,open,MCGC_model_prediction,0.0318,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-d878bfd5bb05,Hong Kong,open,MCGC_model_prediction,0.1221,high,<5k_m2,<1,0,0,yes,yes
GBA-10-d87d17de2e75,Hong Kong,open,MCGC_model_prediction,0.0060,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d88227292666,Hong Kong,open,MCGC_model_prediction,0.2238,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-d8840096d43c,Hong Kong,open,MCGC_model_prediction,0.2116,medium,<5k_m2,>=8,0,0,yes,yes
GBA-10-d8865a5c1f22,Hong Kong,open,MCGC_model_prediction,0.0195,very_high,<5k_m2,1_2,0,0,yes,yes
GBA-10-d88a808d1ad0,Hong Kong,open,MCGC_model_prediction,0.0094,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d893fd81209f,Hong Kong,open,MCGC_model_prediction,0.1023,high,<5k_m2,2_4,0,0,yes,yes
GBA-10-d89c3bef669c,Hong Kong,open,MCGC_model_prediction,0.3466,low,<5k_m2,<1,0,0,yes,yes
GBA-10-d8a5683f00ec,Hong Kong,gated,MCGC_model_prediction,0.6457,low,10k_25k_m2,<1,0,0,yes,yes
GBA-10-d8a9a5f9c741,Hong Kong,gated,MCGC_model_prediction,0.6871,low,<5k_m2,<1,0,0,yes,yes
GBA-10-d8ada196a9db,Hong Kong,open,MCGC_model_prediction,0.2220,medium,10k_25k_m2,<1,0,0,yes,yes
GBA-10-d8b23436f11d,Hong Kong,open,MCGC_model_prediction,0.0331,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d8c552937e3c,Hong Kong,open,MCGC_model_prediction,0.0216,very_high,<5k_m2,2_4,0,0,yes,yes
GBA-10-d8c98ea394e0,Hong Kong,gated,MCGC_model_prediction,0.9683,very_high,25k_50k_m2,<1,0,0,yes,yes
GBA-10-d8c9d3d02896,Hong Kong,gated,MCGC_model_prediction,0.9703,very_high,50k_100k_m2,1_2,0_0.0005,>5,yes,yes
GBA-10-d8ca451dd702,Hong Kong,open,MCGC_model_prediction,0.0056,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d8d4c94ae084,Hong Kong,gated,MCGC_model_prediction,0.9922,very_high,10k_25k_m2,<1,0,0,yes,yes
GBA-10-d8d536845052,Hong Kong,open,MCGC_model_prediction,0.0210,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-d8d53977599a,Hong Kong,open,MCGC_model_prediction,0.0833,high,<5k_m2,<1,0,0,yes,yes
GBA-10-d8dfc59e111b,Hong Kong,open,MCGC_model_prediction,0.0784,high,<5k_m2,<1,0,0,yes,yes
GBA-10-d8e0f3019a9c,Hong Kong,open,MCGC_model_prediction,0.0060,very_high,<5k_m2,1_2,0,0,yes,yes
GBA-10-d8ef56fe40a1,Hong Kong,open,MCGC_model_prediction,0.4302,low,<5k_m2,<1,0,0,yes,yes
GBA-10-d8f934b71f52,Hong Kong,open,MCGC_model_prediction,0.0414,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d900dd37decd,Hong Kong,open,MCGC_model_prediction,0.3434,low,5k_10k_m2,<1,0,0,yes,yes
GBA-10-d9028f4646f7,Hong Kong,open,MCGC_model_prediction,0.0068,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-d9054bb419c1,Hong Kong,open,MCGC_model_prediction,0.0068,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d90dc89cdeeb,Hong Kong,open,MCGC_model_prediction,0.0088,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d9118ab19beb,Hong Kong,open,MCGC_model_prediction,0.0170,very_high,<5k_m2,4_8,0,0,yes,yes
GBA-10-d91faea5bcac,Hong Kong,open,MCGC_model_prediction,0.0054,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d92652f42b52,Hong Kong,open,MCGC_model_prediction,0.3492,low,<5k_m2,<1,0,0,yes,yes
GBA-10-d92bf579014a,Hong Kong,open,MCGC_model_prediction,0.0944,high,<5k_m2,<1,0,0,yes,yes
GBA-10-d951c419e1b5,Hong Kong,open,MCGC_model_prediction,0.3549,low,<5k_m2,1_2,0_0.0005,1_2,yes,yes
GBA-10-d953b5a3ca3a,Hong Kong,open,MCGC_model_prediction,0.0993,high,<5k_m2,>=8,0,0,yes,yes
GBA-10-d95628f6e6e0,Hong Kong,open,MCGC_model_prediction,0.0121,very_high,<5k_m2,2_4,0,0,yes,yes
GBA-10-d9564cd4d158,Hong Kong,open,MCGC_model_prediction,0.0928,high,<5k_m2,>=8,0,0,yes,yes
GBA-10-d957c1fb552c,Hong Kong,open,MCGC_model_prediction,0.0767,high,<5k_m2,<1,0,0,yes,yes
GBA-10-d9672a56ff57,Hong Kong,open,MCGC_model_prediction,0.0204,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d96cb59b525a,Hong Kong,open,MCGC_model_prediction,0.1820,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-d97124ba9dc0,Hong Kong,open,MCGC_model_prediction,0.0054,very_high,<5k_m2,>=8,0.002_0.005,1_2,yes,yes
GBA-10-d9790fd1f892,Hong Kong,open,MCGC_model_prediction,0.3048,low,<5k_m2,<1,0,0,yes,yes
GBA-10-d97b5ef8c7e2,Hong Kong,open,MCGC_model_prediction,0.0137,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-d98789a1e759,Hong Kong,gated,MCGC_model_prediction,0.7106,medium,<5k_m2,1_2,0,0,yes,yes
GBA-10-d98d47c49b2a,Hong Kong,open,MCGC_model_prediction,0.1503,medium,5k_10k_m2,<1,0,0,yes,yes
GBA-10-d98e791c8d1e,Hong Kong,open,MCGC_model_prediction,0.0880,high,<5k_m2,2_4,0,0,yes,yes
GBA-10-d99fd62797d9,Hong Kong,open,MCGC_model_prediction,0.0440,very_high,<5k_m2,<1,0.002_0.005,1_2,yes,yes
GBA-10-d9a3bd504f9c,Hong Kong,open,MCGC_model_prediction,0.4563,low,<5k_m2,4_8,0,0,yes,yes
GBA-10-d9a6c5267526,Hong Kong,gated,MCGC_model_prediction,0.5337,low,10k_25k_m2,<1,0,0,yes,yes
GBA-10-d9aa92c01d1f,Hong Kong,open,MCGC_model_prediction,0.1902,medium,5k_10k_m2,2_4,0_0.0005,1_2,yes,yes
GBA-10-d9ba86637f28,Hong Kong,open,MCGC_model_prediction,0.1059,high,<5k_m2,>=8,0.001_0.002,1_2,yes,yes
GBA-10-d9bf8de23d1c,Hong Kong,open,MCGC_model_prediction,0.0358,very_high,<5k_m2,>=8,>=0.005,3_5,yes,yes
GBA-10-d9c52f94b4e1,Hong Kong,gated,MCGC_model_prediction,0.5815,low,<5k_m2,1_2,0,0,yes,yes
GBA-10-d9d893b13dc9,Hong Kong,open,MCGC_model_prediction,0.0460,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d9ebc7091811,Hong Kong,open,MCGC_model_prediction,0.0115,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d9f602ef573c,Hong Kong,gated,MCGC_model_prediction,0.5533,low,5k_10k_m2,4_8,0,0,yes,yes
GBA-10-d9f865171bc0,Hong Kong,open,MCGC_model_prediction,0.1339,high,<5k_m2,<1,0,0,yes,yes
GBA-10-d9fe01384c94,Hong Kong,gated,MCGC_model_prediction,0.6111,low,<5k_m2,<1,0,0,yes,yes
GBA-10-d9feebf10638,Hong Kong,open,MCGC_model_prediction,0.0495,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-d9ff41358a66,Hong Kong,gated,MCGC_model_prediction,0.8219,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-da0273e7ec07,Hong Kong,gated,MCGC_model_prediction,0.8118,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-da1e502c82ef,Hong Kong,gated,MCGC_model_prediction,0.5374,low,10k_25k_m2,1_2,0,0,yes,yes
GBA-10-da1fd19ef7e8,Hong Kong,gated,MCGC_model_prediction,0.8135,medium,10k_25k_m2,<1,0,0,yes,yes
GBA-10-da21129b9c4b,Hong Kong,open,MCGC_model_prediction,0.3369,low,<5k_m2,<1,0,0,yes,yes
GBA-10-da2a51e4094b,Hong Kong,open,MCGC_model_prediction,0.0541,high,<5k_m2,>=8,0,0,yes,yes
GBA-10-da2c799ddd60,Hong Kong,gated,MCGC_model_prediction,0.6135,low,25k_50k_m2,2_4,0_0.0005,1_2,yes,yes
GBA-10-da2dfd5f65c8,Hong Kong,open,MCGC_model_prediction,0.3730,low,<5k_m2,<1,0,0,yes,yes
GBA-10-da3c952b49d8,Hong Kong,open,MCGC_model_prediction,0.0889,high,<5k_m2,4_8,0,0,yes,yes
GBA-10-da3eba9b79ef,Hong Kong,gated,MCGC_model_prediction,0.5003,low,<5k_m2,2_4,0,0,yes,yes
GBA-10-da467bc095c9,Hong Kong,open,MCGC_model_prediction,0.2101,medium,<5k_m2,<1,0_0.0005,1_2,yes,yes
GBA-10-da4863a981e8,Hong Kong,open,MCGC_model_prediction,0.0179,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-da58d7c29da2,Hong Kong,gated,MCGC_model_prediction,0.5554,low,<5k_m2,<1,0,0,yes,yes
GBA-10-da59d2f5485b,Hong Kong,open,MCGC_model_prediction,0.0468,very_high,<5k_m2,>=8,>=0.005,1_2,yes,yes
GBA-10-da5be621169a,Hong Kong,open,MCGC_model_prediction,0.0491,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-da5d1ffb127c,Hong Kong,gated,MCGC_model_prediction,0.8355,medium,10k_25k_m2,1_2,0_0.0005,1_2,yes,yes
GBA-10-da602053aaac,Hong Kong,gated,MCGC_model_prediction,0.7712,medium,10k_25k_m2,1_2,0,0,yes,yes
GBA-10-da6128a65a3c,Hong Kong,open,MCGC_model_prediction,0.1971,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-da61f9eb9d17,Hong Kong,open,MCGC_model_prediction,0.3062,low,<5k_m2,<1,0,0,yes,yes
GBA-10-da74e9d76db6,Hong Kong,gated,MCGC_model_prediction,0.6686,low,<5k_m2,4_8,0,0,yes,yes
GBA-10-da84951bed9b,Hong Kong,gated,MCGC_model_prediction,0.7362,medium,5k_10k_m2,2_4,0,0,yes,yes
GBA-10-da8f521f9009,Hong Kong,gated,MCGC_model_prediction,0.6163,low,<5k_m2,2_4,0,0,yes,yes
GBA-10-da973bf9fbd8,Hong Kong,open,MCGC_model_prediction,0.2498,medium,<5k_m2,>=8,0.001_0.002,1_2,yes,yes
GBA-10-daa536123ff5,Hong Kong,gated,MCGC_model_prediction,0.7458,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-daa53d5101fa,Hong Kong,open,MCGC_model_prediction,0.0802,high,<5k_m2,>=8,0,0,yes,yes
GBA-10-daaca81d82dc,Hong Kong,open,MCGC_model_prediction,0.1290,high,<5k_m2,2_4,0,0,yes,yes
GBA-10-dab592172a24,Hong Kong,open,MCGC_model_prediction,0.1708,medium,<5k_m2,4_8,0,0,yes,yes
GBA-10-dac5f5f71fe0,Hong Kong,gated,MCGC_model_prediction,0.9530,very_high,50k_100k_m2,1_2,0_0.0005,>5,yes,yes
GBA-10-daca00ab2f12,Hong Kong,open,MCGC_model_prediction,0.3918,low,<5k_m2,<1,0,0,yes,yes
GBA-10-dacf429f7ed2,Hong Kong,open,MCGC_model_prediction,0.0063,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-dadcae63844d,Hong Kong,open,MCGC_model_prediction,0.4167,low,<5k_m2,1_2,0,0,yes,yes
GBA-10-dadece0ba022,Hong Kong,open,MCGC_model_prediction,0.0617,high,25k_50k_m2,<1,0,0,yes,yes
GBA-10-dae358cdbc77,Hong Kong,gated,MCGC_model_prediction,0.7616,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-dae5131cfe4d,Hong Kong,open,MCGC_model_prediction,0.2331,medium,10k_25k_m2,1_2,0,0,yes,yes
GBA-10-dae66c963b51,Hong Kong,open,MCGC_model_prediction,0.0075,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-dae70acb1925,Hong Kong,open,MCGC_model_prediction,0.4253,low,<5k_m2,>=8,>=0.005,>5,yes,yes
GBA-10-dae9662e2480,Hong Kong,gated,MCGC_model_prediction,0.5537,low,<5k_m2,<1,0,0,yes,yes
GBA-10-dae9cb156d8b,Hong Kong,open,MCGC_model_prediction,0.1385,high,<5k_m2,2_4,0.002_0.005,1_2,yes,yes
GBA-10-dafb8c7567b4,Hong Kong,open,MCGC_model_prediction,0.0541,high,<5k_m2,1_2,0_0.0005,1_2,yes,yes
GBA-10-dafeee3e4a98,Hong Kong,open,MCGC_model_prediction,0.1841,medium,<5k_m2,1_2,0,0,yes,yes
GBA-10-db0439cc5644,Hong Kong,gated,MCGC_model_prediction,0.9104,high,<5k_m2,>=8,0,0,yes,yes
GBA-10-db16a1e1b216,Hong Kong,open,MCGC_model_prediction,0.0085,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-db18cc65ce1c,Hong Kong,open,MCGC_model_prediction,0.4791,low,<5k_m2,<1,0,0,yes,yes
GBA-10-db1c6c3e7c8c,Hong Kong,open,MCGC_model_prediction,0.0060,very_high,<5k_m2,2_4,0,0,yes,yes
GBA-10-db26e49e8cf3,Hong Kong,open,MCGC_model_prediction,0.2862,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-db32776a72c9,Hong Kong,open,MCGC_model_prediction,0.0115,very_high,<5k_m2,<1,>=0.005,1_2,yes,yes
GBA-10-db3397c2a9fd,Hong Kong,open,MCGC_model_prediction,0.1476,high,<5k_m2,2_4,0,0,yes,yes
GBA-10-db3729eeb5e3,Hong Kong,gated,MCGC_model_prediction,0.8857,high,25k_50k_m2,1_2,0_0.0005,1_2,yes,yes
GBA-10-db37e91bf3a4,Hong Kong,gated,MCGC_model_prediction,0.7928,medium,25k_50k_m2,1_2,0,0,yes,yes
GBA-10-db395b908e6f,Hong Kong,open,MCGC_model_prediction,0.0061,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-db4562e059ee,Hong Kong,open,MCGC_model_prediction,0.0811,high,<5k_m2,>=8,0,0,yes,yes
GBA-10-db515233d578,Hong Kong,open,MCGC_model_prediction,0.1391,high,<5k_m2,<1,0,0,yes,yes
GBA-10-db5468a5aa39,Hong Kong,open,MCGC_model_prediction,0.4320,low,<5k_m2,4_8,0.001_0.002,3_5,yes,yes
GBA-10-db5b6c19464f,Hong Kong,open,MCGC_model_prediction,0.0846,high,<5k_m2,1_2,0,0,yes,yes
GBA-10-db5f6cda3a3d,Hong Kong,open,MCGC_model_prediction,0.4032,low,<5k_m2,2_4,0,0,yes,yes
GBA-10-db62e4347020,Hong Kong,gated,MCGC_model_prediction,0.9940,very_high,25k_50k_m2,1_2,0_0.0005,1_2,yes,yes
GBA-10-db6542fb620a,Hong Kong,open,MCGC_model_prediction,0.3729,low,<5k_m2,>=8,0.001_0.002,1_2,yes,yes
GBA-10-db661b06a67f,Hong Kong,open,MCGC_model_prediction,0.2780,medium,<5k_m2,>=8,0.002_0.005,3_5,yes,yes
GBA-10-db6a8b5f3220,Hong Kong,open,MCGC_model_prediction,0.0063,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-db6a9baba415,Hong Kong,open,MCGC_model_prediction,0.1531,medium,<5k_m2,>=8,0,0,yes,yes
GBA-10-db6c66babc23,Hong Kong,open,MCGC_model_prediction,0.2842,medium,<5k_m2,1_2,0,0,yes,yes
GBA-10-db85fe13d2fd,Hong Kong,open,MCGC_model_prediction,0.0067,very_high,<5k_m2,<1,0.002_0.005,1_2,yes,yes
GBA-10-db961138f8d7,Hong Kong,gated,MCGC_model_prediction,0.8821,high,<5k_m2,<1,0,0,yes,yes
GBA-10-db96bc5740ff,Hong Kong,open,MCGC_model_prediction,0.4064,low,<5k_m2,<1,0,0,yes,yes
GBA-10-db9c37dce428,Hong Kong,gated,MCGC_model_prediction,0.9840,very_high,5k_10k_m2,2_4,0,0,yes,yes
GBA-10-dba0b0cf3d4e,Hong Kong,open,MCGC_model_prediction,0.0251,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-dba735d88195,Hong Kong,open,MCGC_model_prediction,0.0087,very_high,25k_50k_m2,<1,0,0,yes,yes
GBA-10-dbace87ce4f8,Hong Kong,open,MCGC_model_prediction,0.3522,low,5k_10k_m2,<1,0,0,yes,yes
GBA-10-dbb76e07f1af,Hong Kong,open,MCGC_model_prediction,0.0348,very_high,<5k_m2,4_8,0.002_0.005,>5,yes,yes
GBA-10-dbd5e784e02f,Hong Kong,open,MCGC_model_prediction,0.0057,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-dbd6b11f1744,Hong Kong,open,MCGC_model_prediction,0.0345,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-dbdbcf30a8a9,Hong Kong,open,MCGC_model_prediction,0.3743,low,5k_10k_m2,<1,0,0,yes,yes
GBA-10-dbe29ef3cf98,Hong Kong,open,MCGC_model_prediction,0.0270,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-dbec122345cb,Hong Kong,open,MCGC_model_prediction,0.0051,very_high,<5k_m2,1_2,0,0,yes,yes
GBA-10-dbefc613b47d,Hong Kong,open,MCGC_model_prediction,0.3124,low,<5k_m2,<1,0,0,yes,yes
GBA-10-dbf5521b2dfa,Hong Kong,open,MCGC_model_prediction,0.1888,medium,10k_25k_m2,<1,0,0,yes,yes
GBA-10-dc0ccfc29f4c,Hong Kong,open,MCGC_model_prediction,0.2652,medium,<5k_m2,>=8,0.002_0.005,3_5,yes,yes
GBA-10-dc0d8953d9be,Hong Kong,gated,MCGC_model_prediction,0.8848,high,<5k_m2,<1,0,0,yes,yes
GBA-10-dc1a79b63443,Hong Kong,open,MCGC_model_prediction,0.3079,low,10k_25k_m2,2_4,0.001_0.002,>5,yes,yes
GBA-10-dc1b42938b35,Hong Kong,open,MCGC_model_prediction,0.3268,low,<5k_m2,<1,0,0,yes,yes
GBA-10-dc29535cce97,Hong Kong,gated,MCGC_model_prediction,0.5086,low,5k_10k_m2,<1,0,0,yes,yes
GBA-10-dc43b72060e4,Hong Kong,open,MCGC_model_prediction,0.0124,very_high,5k_10k_m2,<1,0_0.0005,1_2,yes,yes
GBA-10-dc4775ac50d0,Hong Kong,gated,MCGC_model_prediction,0.9912,very_high,25k_50k_m2,<1,0,0,yes,yes
GBA-10-dc4ecbbf2e62,Hong Kong,open,MCGC_model_prediction,0.0110,very_high,<5k_m2,<1,0,0,yes,yes
