aoi_id,city,label,label_source,prediction_probability_gated,confidence_bin,area_bin,far_bin,poi_density_bin,poi_count_bin,has_boundary_in_controlled_release,has_imagery_in_controlled_release
GBA-10-4c0107c0e98c,Hong Kong,open,MCGC_model_prediction,0.0170,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4c02e07d8a12,Hong Kong,gated,MCGC_model_prediction,0.7003,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-4c0729206e4e,Hong Kong,gated,MCGC_model_prediction,0.9081,high,50k_100k_m2,1_2,0,0,yes,yes
GBA-10-4c10a56249bc,Hong Kong,open,MCGC_model_prediction,0.0286,very_high,<5k_m2,2_4,0,0,yes,yes
GBA-10-4c20ad48c90a,Hong Kong,open,MCGC_model_prediction,0.0058,very_high,<5k_m2,>=8,>=0.005,1_2,yes,yes
GBA-10-4c2fbd25d40d,Hong Kong,gated,MCGC_model_prediction,0.9943,very_high,50k_100k_m2,<1,0_0.0005,>5,yes,yes
GBA-10-4c3001bb49aa,Hong Kong,open,MCGC_model_prediction,0.2487,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-4c3837e26009,Hong Kong,open,MCGC_model_prediction,0.0059,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4c39007ab1be,Hong Kong,gated,MCGC_model_prediction,0.5481,low,<5k_m2,<1,0,0,yes,yes
GBA-10-4c3c7a69b53e,Hong Kong,open,MCGC_model_prediction,0.2077,medium,<5k_m2,>=8,>=0.005,3_5,yes,yes
GBA-10-4c41c5c3a12e,Hong Kong,gated,MCGC_model_prediction,0.5889,low,<5k_m2,<1,0,0,yes,yes
GBA-10-4c4543972797,Hong Kong,open,MCGC_model_prediction,0.0101,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4c47bb81bc7a,Hong Kong,open,MCGC_model_prediction,0.0049,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4c4be9f7b47f,Hong Kong,open,MCGC_model_prediction,0.0088,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4c554713080a,Hong Kong,open,MCGC_model_prediction,0.0248,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4c5741e8c0a5,Hong Kong,open,MCGC_model_prediction,0.0187,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-4c5a55ee2733,Hong Kong,open,MCGC_model_prediction,0.0434,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-4c6338194c14,Hong Kong,open,MCGC_model_prediction,0.1259,high,<5k_m2,>=8,0,0,yes,yes
GBA-10-4c65ec35321c,Hong Kong,open,MCGC_model_prediction,0.0613,high,<5k_m2,<1,0,0,yes,yes
GBA-10-4c6a02945fe0,Hong Kong,open,MCGC_model_prediction,0.1169,high,<5k_m2,<1,0,0,yes,yes
GBA-10-4c6b66f0fa4e,Hong Kong,open,MCGC_model_prediction,0.1409,high,<5k_m2,4_8,0.002_0.005,1_2,yes,yes
GBA-10-4c6f4234ef03,Hong Kong,open,MCGC_model_prediction,0.0402,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4c75042040eb,Hong Kong,open,MCGC_model_prediction,0.0219,very_high,<5k_m2,2_4,0.002_0.005,1_2,yes,yes
GBA-10-4c86be4dab2b,Hong Kong,open,MCGC_model_prediction,0.3907,low,<5k_m2,2_4,0,0,yes,yes
GBA-10-4c893b6d960b,Hong Kong,open,MCGC_model_prediction,0.0227,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4c8b956c65b1,Hong Kong,open,MCGC_model_prediction,0.0305,very_high,<5k_m2,1_2,0,0,yes,yes
GBA-10-4c90ea219e21,Hong Kong,open,MCGC_model_prediction,0.0730,high,<5k_m2,<1,0,0,yes,yes
GBA-10-4c95b0c68c9b,Hong Kong,gated,MCGC_model_prediction,0.7347,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-4c97c23be1aa,Hong Kong,open,MCGC_model_prediction,0.1728,medium,<5k_m2,2_4,0,0,yes,yes
GBA-10-4ca20c1b65ed,Hong Kong,open,MCGC_model_prediction,0.0106,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-4ca77fd98800,Hong Kong,open,MCGC_model_prediction,0.0802,high,<5k_m2,4_8,0,0,yes,yes
GBA-10-4cac4a7651f6,Hong Kong,open,MCGC_model_prediction,0.2620,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-4caeca444e78,Hong Kong,gated,MCGC_model_prediction,0.6135,low,<5k_m2,1_2,0,0,yes,yes
GBA-10-4cb20c6a80a2,Hong Kong,open,MCGC_model_prediction,0.0121,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4cb2176872e8,Hong Kong,open,MCGC_model_prediction,0.0268,very_high,<5k_m2,>=8,0.001_0.002,1_2,yes,yes
GBA-10-4cba7035f614,Hong Kong,gated,MCGC_model_prediction,0.6283,low,<5k_m2,<1,0,0,yes,yes
GBA-10-4cbdcc5b72e6,Hong Kong,open,MCGC_model_prediction,0.0060,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4cc5d8a12725,Hong Kong,open,MCGC_model_prediction,0.0556,high,50k_100k_m2,<1,0_0.0005,1_2,yes,yes
GBA-10-4cd0b3a2a493,Hong Kong,gated,MCGC_model_prediction,0.9620,very_high,25k_50k_m2,<1,0,0,yes,yes
GBA-10-4cd371230c7e,Hong Kong,open,MCGC_model_prediction,0.0166,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4cd9995b1293,Hong Kong,open,MCGC_model_prediction,0.0748,high,<5k_m2,<1,0,0,yes,yes
GBA-10-4cd9b1a44e6d,Hong Kong,open,MCGC_model_prediction,0.0395,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4cdc5917cfab,Hong Kong,open,MCGC_model_prediction,0.0337,very_high,<5k_m2,>=8,>=0.005,>5,yes,yes
GBA-10-4cdf71c71df6,Hong Kong,open,MCGC_model_prediction,0.0134,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-4ce55fd988d6,Hong Kong,gated,MCGC_model_prediction,0.5558,low,<5k_m2,2_4,0,0,yes,yes
GBA-10-4ce6ca115c42,Hong Kong,open,MCGC_model_prediction,0.0188,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-4ce7f26219ea,Hong Kong,open,MCGC_model_prediction,0.2831,medium,5k_10k_m2,2_4,0,0,yes,yes
GBA-10-4ce802b5ab89,Hong Kong,open,MCGC_model_prediction,0.0221,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-4cebc56183b0,Hong Kong,open,MCGC_model_prediction,0.4473,low,5k_10k_m2,<1,0,0,yes,yes
GBA-10-4d05b42b7ee6,Hong Kong,open,MCGC_model_prediction,0.0062,very_high,<5k_m2,4_8,0,0,yes,yes
GBA-10-4d0663bb201e,Hong Kong,open,MCGC_model_prediction,0.4152,low,<5k_m2,<1,0,0,yes,yes
GBA-10-4d07ef97252e,Hong Kong,gated,MCGC_model_prediction,0.8054,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-4d0f7f9577a4,Hong Kong,open,MCGC_model_prediction,0.4054,low,<5k_m2,>=8,0.002_0.005,1_2,yes,yes
GBA-10-4d1df65fd818,Hong Kong,open,MCGC_model_prediction,0.0133,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4d1e191b2643,Hong Kong,gated,MCGC_model_prediction,0.7974,medium,5k_10k_m2,<1,0,0,yes,yes
GBA-10-4d21e2e53835,Hong Kong,gated,MCGC_model_prediction,0.5868,low,<5k_m2,>=8,0,0,yes,yes
GBA-10-4d37cb90b1c7,Hong Kong,gated,MCGC_model_prediction,0.5764,low,10k_25k_m2,2_4,0,0,yes,yes
GBA-10-4d3bd89e9079,Hong Kong,open,MCGC_model_prediction,0.0098,very_high,25k_50k_m2,<1,0_0.0005,1_2,yes,yes
GBA-10-4d3c1a898e9d,Hong Kong,gated,MCGC_model_prediction,0.9202,high,5k_10k_m2,<1,0,0,yes,yes
GBA-10-4d3cf0b1b455,Hong Kong,gated,MCGC_model_prediction,0.9890,very_high,10k_25k_m2,<1,0,0,yes,yes
GBA-10-4d3e19516f39,Hong Kong,open,MCGC_model_prediction,0.0330,very_high,<5k_m2,>=8,>=0.005,1_2,yes,yes
GBA-10-4d3f134bf9ac,Hong Kong,open,MCGC_model_prediction,0.0246,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-4d431ee17132,Hong Kong,open,MCGC_model_prediction,0.0158,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-4d447a0c43c9,Hong Kong,open,MCGC_model_prediction,0.1116,high,<5k_m2,<1,0,0,yes,yes
GBA-10-4d54a7706537,Hong Kong,gated,MCGC_model_prediction,0.9609,very_high,5k_10k_m2,<1,0,0,yes,yes
GBA-10-4d56e2c05c38,Hong Kong,open,MCGC_model_prediction,0.2390,medium,<5k_m2,4_8,0,0,yes,yes
GBA-10-4d5bf1c4d73d,Hong Kong,open,MCGC_model_prediction,0.0660,high,<5k_m2,<1,0,0,yes,yes
GBA-10-4d646f19ffa3,Hong Kong,open,MCGC_model_prediction,0.0228,very_high,<5k_m2,4_8,0,0,yes,yes
GBA-10-4d68d73e603c,Hong Kong,open,MCGC_model_prediction,0.0196,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-4d746f8624b9,Hong Kong,open,MCGC_model_prediction,0.0065,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4d76936aea64,Hong Kong,gated,MCGC_model_prediction,0.6623,low,<5k_m2,<1,0,0,yes,yes
GBA-10-4d78eb5c5144,Hong Kong,open,MCGC_model_prediction,0.0080,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4d8115849cfd,Hong Kong,gated,MCGC_model_prediction,0.8507,high,<5k_m2,<1,0,0,yes,yes
GBA-10-4d82a5ddd62b,Hong Kong,gated,MCGC_model_prediction,0.9896,very_high,>=100k_m2,1_2,0_0.0005,>5,yes,yes
GBA-10-4d82b0d59496,Hong Kong,open,MCGC_model_prediction,0.0348,very_high,<5k_m2,1_2,0,0,yes,yes
GBA-10-4d84eccacc16,Hong Kong,open,MCGC_model_prediction,0.0085,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4d8868649c31,Hong Kong,open,MCGC_model_prediction,0.0319,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-4d8fdc836e54,Hong Kong,open,MCGC_model_prediction,0.2199,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-4d94cfc0f74b,Hong Kong,open,MCGC_model_prediction,0.2076,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-4da2151870a4,Hong Kong,open,MCGC_model_prediction,0.0057,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4da2e7db2c57,Hong Kong,open,MCGC_model_prediction,0.2873,medium,<5k_m2,4_8,>=0.005,>5,yes,yes
GBA-10-4da3d4874879,Hong Kong,open,MCGC_model_prediction,0.0077,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-4db347f54121,Hong Kong,open,MCGC_model_prediction,0.1909,medium,<5k_m2,>=8,0,0,yes,yes
GBA-10-4db734e04d33,Hong Kong,gated,MCGC_model_prediction,0.9354,high,50k_100k_m2,<1,0_0.0005,1_2,yes,yes
GBA-10-4dc7f1312d02,Hong Kong,open,MCGC_model_prediction,0.1031,high,<5k_m2,>=8,0,0,yes,yes
GBA-10-4dccce9f14dc,Hong Kong,open,MCGC_model_prediction,0.2561,medium,<5k_m2,>=8,0,0,yes,yes
GBA-10-4dcd26197582,Hong Kong,open,MCGC_model_prediction,0.0076,very_high,<5k_m2,2_4,0,0,yes,yes
GBA-10-4dd2d2ca60a1,Hong Kong,open,MCGC_model_prediction,0.0283,very_high,<5k_m2,>=8,>=0.005,1_2,yes,yes
GBA-10-4dd4ede47a91,Hong Kong,gated,MCGC_model_prediction,0.9910,very_high,25k_50k_m2,<1,0,0,yes,yes
GBA-10-4deef854592e,Hong Kong,gated,MCGC_model_prediction,0.9559,very_high,5k_10k_m2,2_4,0,0,yes,yes
GBA-10-4df39749c8cc,Hong Kong,open,MCGC_model_prediction,0.0150,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-4dfbe1c61d82,Hong Kong,gated,MCGC_model_prediction,0.5613,low,<5k_m2,<1,0,0,yes,yes
GBA-10-4e05a6114d0d,Hong Kong,open,MCGC_model_prediction,0.3211,low,<5k_m2,>=8,0,0,yes,yes
GBA-10-4e0b688a2005,Hong Kong,open,MCGC_model_prediction,0.0324,very_high,<5k_m2,4_8,0,0,yes,yes
GBA-10-4e103c999b45,Hong Kong,gated,MCGC_model_prediction,0.9760,very_high,25k_50k_m2,1_2,0,0,yes,yes
GBA-10-4e111777eda8,Hong Kong,open,MCGC_model_prediction,0.0415,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4e1808c9e357,Hong Kong,gated,MCGC_model_prediction,0.9851,very_high,10k_25k_m2,<1,0,0,yes,yes
GBA-10-4e1fbf5bc5e5,Hong Kong,open,MCGC_model_prediction,0.0060,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4e35333da088,Hong Kong,open,MCGC_model_prediction,0.0187,very_high,<5k_m2,>=8,0.002_0.005,1_2,yes,yes
GBA-10-4e5ece8a1447,Hong Kong,open,MCGC_model_prediction,0.0055,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4e64d06db820,Hong Kong,open,MCGC_model_prediction,0.0084,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4e6b4c7e3c36,Hong Kong,open,MCGC_model_prediction,0.0092,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4e7634606873,Hong Kong,open,MCGC_model_prediction,0.0254,very_high,<5k_m2,1_2,0,0,yes,yes
GBA-10-4e777194fa78,Hong Kong,open,MCGC_model_prediction,0.0118,very_high,<5k_m2,>=8,0.002_0.005,1_2,yes,yes
GBA-10-4e8bfdff8edd,Hong Kong,gated,MCGC_model_prediction,0.9707,very_high,50k_100k_m2,1_2,0_0.0005,1_2,yes,yes
GBA-10-4e8d16296c24,Hong Kong,open,MCGC_model_prediction,0.0519,high,<5k_m2,<1,0,0,yes,yes
GBA-10-4e94d1a30344,Hong Kong,open,MCGC_model_prediction,0.4312,low,<5k_m2,>=8,0,0,yes,yes
GBA-10-4e99b82df06c,Hong Kong,open,MCGC_model_prediction,0.3516,low,<5k_m2,<1,>=0.005,1_2,yes,yes
GBA-10-4ea8c3935c95,Hong Kong,open,MCGC_model_prediction,0.3418,low,<5k_m2,<1,0,0,yes,yes
GBA-10-4eb8c29488b3,Hong Kong,open,MCGC_model_prediction,0.0094,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4ed971157601,Hong Kong,open,MCGC_model_prediction,0.0365,very_high,<5k_m2,2_4,0,0,yes,yes
GBA-10-4edd5cddd7bf,Hong Kong,open,MCGC_model_prediction,0.0790,high,<5k_m2,1_2,0,0,yes,yes
GBA-10-4ee533555f09,Hong Kong,open,MCGC_model_prediction,0.1734,medium,<5k_m2,4_8,0,0,yes,yes
GBA-10-4ee7bd2085e2,Hong Kong,open,MCGC_model_prediction,0.2181,medium,<5k_m2,>=8,0.002_0.005,1_2,yes,yes
GBA-10-4ef947a720f2,Hong Kong,open,MCGC_model_prediction,0.3275,low,<5k_m2,<1,0,0,yes,yes
GBA-10-4ef9fe7026ac,Hong Kong,open,MCGC_model_prediction,0.1078,high,<5k_m2,>=8,0.002_0.005,1_2,yes,yes
GBA-10-4f0016b735ec,Hong Kong,open,MCGC_model_prediction,0.0694,high,<5k_m2,<1,0,0,yes,yes
GBA-10-4f031c516b90,Hong Kong,gated,MCGC_model_prediction,0.5726,low,5k_10k_m2,<1,0.0005_0.001,3_5,yes,yes
GBA-10-4f0401af1fcf,Hong Kong,open,MCGC_model_prediction,0.1882,medium,<5k_m2,<1,0.002_0.005,1_2,yes,yes
GBA-10-4f073096d838,Hong Kong,open,MCGC_model_prediction,0.0054,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4f188530bbd2,Hong Kong,open,MCGC_model_prediction,0.0389,very_high,<5k_m2,>=8,>=0.005,1_2,yes,yes
GBA-10-4f1a05b25a32,Hong Kong,gated,MCGC_model_prediction,0.6882,low,<5k_m2,<1,0,0,yes,yes
GBA-10-4f1a0c289d98,Hong Kong,open,MCGC_model_prediction,0.1400,high,25k_50k_m2,<1,0,0,yes,yes
GBA-10-4f211cbdd93e,Hong Kong,open,MCGC_model_prediction,0.4852,low,<5k_m2,4_8,0.001_0.002,1_2,yes,yes
GBA-10-4f25c8977ea0,Hong Kong,open,MCGC_model_prediction,0.2975,medium,<5k_m2,>=8,0,0,yes,yes
GBA-10-4f2dac3a6db3,Hong Kong,gated,MCGC_model_prediction,0.9815,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4f30d8a35aa6,Hong Kong,gated,MCGC_model_prediction,0.7864,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-4f32e3dc843d,Hong Kong,open,MCGC_model_prediction,0.0743,high,<5k_m2,2_4,0,0,yes,yes
GBA-10-4f33c58e59a6,Hong Kong,open,MCGC_model_prediction,0.1517,medium,<5k_m2,1_2,0,0,yes,yes
GBA-10-4f340e84e35c,Hong Kong,open,MCGC_model_prediction,0.1608,medium,<5k_m2,4_8,0.002_0.005,1_2,yes,yes
GBA-10-4f4198949932,Hong Kong,gated,MCGC_model_prediction,0.9870,very_high,>=100k_m2,2_4,0_0.0005,1_2,yes,yes
GBA-10-4f454a7a0998,Hong Kong,gated,MCGC_model_prediction,0.7177,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-4f46ddc71adc,Hong Kong,open,MCGC_model_prediction,0.1200,high,25k_50k_m2,<1,0_0.0005,3_5,yes,yes
GBA-10-4f4a28994761,Hong Kong,gated,MCGC_model_prediction,0.5530,low,5k_10k_m2,1_2,0,0,yes,yes
GBA-10-4f565aa2244c,Hong Kong,open,MCGC_model_prediction,0.1749,medium,5k_10k_m2,<1,0,0,yes,yes
GBA-10-4f658b8a5400,Hong Kong,open,MCGC_model_prediction,0.0175,very_high,<5k_m2,<1,0_0.0005,1_2,yes,yes
GBA-10-4f6bcbf6baac,Hong Kong,gated,MCGC_model_prediction,0.8681,high,5k_10k_m2,<1,0,0,yes,yes
GBA-10-4f87046c2c97,Hong Kong,gated,MCGC_model_prediction,0.6980,low,<5k_m2,<1,0,0,yes,yes
GBA-10-4f887746ec29,Hong Kong,open,MCGC_model_prediction,0.0330,very_high,<5k_m2,>=8,>=0.005,1_2,yes,yes
GBA-10-4f8e48025ea7,Hong Kong,gated,MCGC_model_prediction,0.5386,low,10k_25k_m2,<1,0_0.0005,1_2,yes,yes
GBA-10-4f919a99ffcd,Hong Kong,open,MCGC_model_prediction,0.0508,high,<5k_m2,>=8,0,0,yes,yes
GBA-10-4f9d5e15dc44,Hong Kong,open,MCGC_model_prediction,0.1898,medium,<5k_m2,2_4,0,0,yes,yes
GBA-10-4fa2ce6a1476,Hong Kong,gated,MCGC_model_prediction,0.7514,medium,10k_25k_m2,4_8,0,0,yes,yes
GBA-10-4facfca3e0c5,Hong Kong,open,MCGC_model_prediction,0.0147,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4fb559f50421,Hong Kong,open,MCGC_model_prediction,0.4414,low,<5k_m2,4_8,0,0,yes,yes
GBA-10-4fbc4b39ffde,Hong Kong,gated,MCGC_model_prediction,0.7735,medium,25k_50k_m2,<1,0_0.0005,1_2,yes,yes
GBA-10-4fc8124916c0,Hong Kong,open,MCGC_model_prediction,0.0115,very_high,<5k_m2,4_8,0,0,yes,yes
GBA-10-4fcd04558279,Hong Kong,gated,MCGC_model_prediction,0.5835,low,5k_10k_m2,<1,0,0,yes,yes
GBA-10-4fcfc33beb0f,Hong Kong,open,MCGC_model_prediction,0.2452,medium,<5k_m2,2_4,0.001_0.002,1_2,yes,yes
GBA-10-4fd72fbf3928,Hong Kong,open,MCGC_model_prediction,0.0082,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4fdfcceada59,Hong Kong,open,MCGC_model_prediction,0.0589,high,<5k_m2,<1,0,0,yes,yes
GBA-10-4fe247ea92c8,Hong Kong,open,MCGC_model_prediction,0.3717,low,<5k_m2,>=8,0,0,yes,yes
GBA-10-4fe29e28ce3c,Hong Kong,open,MCGC_model_prediction,0.0088,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4fe6102d4ec2,Hong Kong,open,MCGC_model_prediction,0.3855,low,<5k_m2,4_8,0,0,yes,yes
GBA-10-4fe8e53f7cc5,Hong Kong,open,MCGC_model_prediction,0.0075,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-4fea51806e64,Hong Kong,open,MCGC_model_prediction,0.0110,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-4ff6a981afd4,Hong Kong,open,MCGC_model_prediction,0.3291,low,5k_10k_m2,<1,0,0,yes,yes
GBA-10-4ff8882a27f6,Hong Kong,gated,MCGC_model_prediction,0.9513,very_high,10k_25k_m2,4_8,0.0005_0.001,>5,yes,yes
GBA-10-5002a54ee794,Hong Kong,open,MCGC_model_prediction,0.0431,very_high,5k_10k_m2,<1,0,0,yes,yes
GBA-10-500448852964,Hong Kong,open,MCGC_model_prediction,0.0409,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-500693efd71c,Hong Kong,open,MCGC_model_prediction,0.0096,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-5009e05e39f7,Hong Kong,open,MCGC_model_prediction,0.0283,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-50143391a0bc,Hong Kong,open,MCGC_model_prediction,0.0865,high,<5k_m2,>=8,0,0,yes,yes
GBA-10-50174303dd53,Hong Kong,gated,MCGC_model_prediction,0.5125,low,<5k_m2,<1,0,0,yes,yes
GBA-10-501fd562943f,Hong Kong,open,MCGC_model_prediction,0.0047,very_high,<5k_m2,1_2,0,0,yes,yes
GBA-10-50204d77d9d2,Hong Kong,open,MCGC_model_prediction,0.0064,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-5024cd4f11f8,Hong Kong,open,MCGC_model_prediction,0.3323,low,<5k_m2,<1,0,0,yes,yes
GBA-10-5028d95b254c,Hong Kong,open,MCGC_model_prediction,0.0086,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-5029ccc87e7e,Hong Kong,gated,MCGC_model_prediction,0.9809,very_high,10k_25k_m2,<1,0,0,yes,yes
GBA-10-5033246cf249,Hong Kong,open,MCGC_model_prediction,0.0910,high,<5k_m2,1_2,0,0,yes,yes
GBA-10-503bced432c6,Hong Kong,open,MCGC_model_prediction,0.2209,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-50493fb6afad,Hong Kong,open,MCGC_model_prediction,0.0373,very_high,<5k_m2,1_2,0,0,yes,yes
GBA-10-505002d02e7d,Hong Kong,open,MCGC_model_prediction,0.1655,medium,<5k_m2,>=8,0.002_0.005,1_2,yes,yes
GBA-10-5051b89e93a4,Hong Kong,gated,MCGC_model_prediction,0.9855,very_high,>=100k_m2,1_2,0_0.0005,>5,yes,yes
GBA-10-50553f3bf273,Hong Kong,open,MCGC_model_prediction,0.0184,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-5055c08b6cf4,Hong Kong,gated,MCGC_model_prediction,0.9768,very_high,50k_100k_m2,1_2,0_0.0005,1_2,yes,yes
GBA-10-505ebd6dc1ba,Hong Kong,open,MCGC_model_prediction,0.2719,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-506337225494,Hong Kong,open,MCGC_model_prediction,0.3962,low,<5k_m2,<1,0,0,yes,yes
GBA-10-506733a6a188,Hong Kong,gated,MCGC_model_prediction,0.8795,high,<5k_m2,<1,0,0,yes,yes
GBA-10-5069a38a7075,Hong Kong,open,MCGC_model_prediction,0.0624,high,<5k_m2,>=8,0,0,yes,yes
GBA-10-5074e84d56b8,Hong Kong,open,MCGC_model_prediction,0.1883,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-5076b41a90bc,Hong Kong,open,MCGC_model_prediction,0.0246,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-507751261cab,Hong Kong,open,MCGC_model_prediction,0.0854,high,<5k_m2,<1,0,0,yes,yes
GBA-10-507b02490299,Hong Kong,gated,MCGC_model_prediction,0.8413,medium,10k_25k_m2,1_2,0,0,yes,yes
GBA-10-507f70e582a6,Hong Kong,open,MCGC_model_prediction,0.0630,high,10k_25k_m2,<1,0,0,yes,yes
GBA-10-50873d3068af,Hong Kong,gated,MCGC_model_prediction,0.7700,medium,25k_50k_m2,<1,0_0.0005,3_5,yes,yes
GBA-10-5090a24af31d,Hong Kong,open,MCGC_model_prediction,0.0599,high,<5k_m2,<1,0,0,yes,yes
GBA-10-5099861a3280,Hong Kong,gated,MCGC_model_prediction,0.9553,very_high,5k_10k_m2,<1,0,0,yes,yes
GBA-10-509b0595c964,Hong Kong,open,MCGC_model_prediction,0.0347,very_high,50k_100k_m2,<1,0_0.0005,1_2,yes,yes
GBA-10-50a0431e7eb0,Hong Kong,open,MCGC_model_prediction,0.0079,very_high,<5k_m2,>=8,0.002_0.005,1_2,yes,yes
GBA-10-50a97e52a206,Hong Kong,open,MCGC_model_prediction,0.2884,medium,<5k_m2,1_2,0,0,yes,yes
GBA-10-50b81f239e14,Hong Kong,gated,MCGC_model_prediction,0.7299,medium,5k_10k_m2,<1,0,0,yes,yes
GBA-10-50b9d234abca,Hong Kong,gated,MCGC_model_prediction,0.6959,low,<5k_m2,<1,0,0,yes,yes
GBA-10-50c3b861d0c0,Hong Kong,open,MCGC_model_prediction,0.1071,high,<5k_m2,1_2,0,0,yes,yes
